270555,184570,19
270535,184611,19
270002,185394,19
270305,185004,19
270482,184518,19
270292,185019,19
270235,185143,19
270300,184897,19
270591,184375,19
270535,184562,19
270514,184541,19
270518,184611,19
270522,184656,19
270115,185272,19
270122,185246,19
270478,184503,19
270247,184883,19
270526,184598,19
270341,185022,19
270466,184659,19
270175,185156,19
270235,185173,19
270131,185240,19
270333,184908,19
270595,184609,19
270509,184647,19
270595,184347,19
270247,184834,19
270445,184772,19
270154,185269,19
270050,185336,19
270275,184836,19
270345,184909,19
270570,184543,19
270454,184688,19
270466,184744,19
270279,184778,19
270163,185263,19
270122,185276,19
270566,184552,19
269936,185585,19
270335,184670,19
270248,184926,19
270587,184524,19
272907,183552,19
270349,184905,19
270215,184982,19
270518,184592,19
270336,184945,19
270554,184580,19
270578,184609,19
270283,185036,19
270574,184539,19
270102,185268,19
270271,185192,19
270509,184549,19
270210,185009,19
270341,185003,19
270445,184540,19
270158,185241,19
270518,184543,19
270105,185276,19
270505,184558,19
270558,184601,19
270340,184941,19
270218,184941,19
270339,184904,19
270198,184982,19
270332,184905,19
270340,185020,19
270327,184798,19
270327,184932,19
270186,184948,19
270428,184540,19
270197,184920,19
270335,184913,19
270553,184548,19
270158,184875,19
270453,184685,19
270322,184825,19
270278,184775,19
270040,185315,19
270319,184896,19
270444,184770,19
270554,184561,19
270488,184558,19
270263,185058,19
270267,185128,19
270565,184605,19
270465,184742,19
270089,185289,19
269955,185603,19
270600,184344,19
270324,184820,19
270210,184990,19
270214,184901,19
270322,184904,19
270497,184552,19
270439,184535,19
270198,185012,19
270557,184569,19
270332,184935,19
270537,184610,19
270574,184599,19
270488,184637,19
270570,184554,19
270028,185344,19
272911,183554,19
270444,184721,19
270209,184928,19
270558,184582,19
270560,184577,19
270553,184578,19
270484,184518,19
270537,184561,19
270554,184591,19
270209,185007,19
270444,184538,19
270237,185143,19
270327,184913,19
270540,184569,19
270557,184599,19
270588,184530,19
270157,185189,19
270363,184768,19
270249,184882,19
270206,185029,19
270565,184586,19
270431,184529,19
270297,184977,19
270270,184854,19
270318,184815,19
270140,185238,19
270480,184503,19
270439,184516,19
270023,185345,19
270198,184993,19
270557,184550,19
270306,184971,19
270471,184722,19
270596,184359,19
270079,185293,19
270321,184823,19
270307,184984,19
270136,185247,19
270338,184915,19
270301,184998,19
270553,184559,19
270540,184599,19
270261,185018,19
270527,184614,19
269906,185640,19
270319,184907,19
270209,184988,19
270531,184556,19
270548,184586,19
270593,184618,19
269938,185584,19
270119,185168,19
270225,185018,19
270540,184550,19
270289,184971,19
270454,184722,19
270252,184792,19
270189,184980,19
270589,184524,19
270338,184945,19
270580,184609,19
270536,184559,19
270107,185275,19
270192,184988,19
270172,185163,19
270559,184588,19
270167,185159,19
270527,184595,19
270168,185172,19
273051,183382,19
270269,185176,19
270470,184719,19
270062,185323,19
270220,184941,19
270310,184973,19
270491,184557,19
270522,184488,19
270281,185099,19
270177,185166,19
270284,184766,19
270482,184642,19
270188,184948,19
270337,184913,19
270514,184586,19
270159,185208,19
270280,184775,19
270249,184844,19
270042,185315,19
270220,184892,19
270011,185384,19
270422,184576,19
270506,184550,19
270341,184933,19
270567,184605,19
270312,184981,19
270433,184548,19
272913,183553,19
270155,185217,19
270293,184973,19
272399,183387,19
270215,184997,19
270591,184450,19
270297,185018,19
270502,184559,19
270579,184606,19
270446,184721,19
270224,184991,19
270510,184546,19
270450,184663,19
270211,185006,19
270111,185277,19
270519,184540,19
270550,184605,19
270171,185161,19
270050,185332,19
270268,184833,19
270332,184920,19
270038,185354,19
270676,184492,19
270542,184569,19
270559,184599,19
270219,184938,19
270159,185189,19
270260,185193,19
270167,185170,19
270251,184882,19
270433,184529,19
270341,184914,19
270207,184966,19
270328,184929,19
270507,184647,19
270269,185187,19
270272,184854,19
270470,184730,19
270494,184559,19
270129,185253,19
270323,184822,19
270485,184510,19
270320,184893,19
270203,185000,19
270485,184644,19
270489,184555,19
270594,184367,19
270090,185286,19
270155,185277,19
270255,185037,19
270021,185354,19
270211,184987,19
270263,185018,19
270481,184653,19
270619,184384,19
270324,184914,19
270093,185294,19
270550,184586,19
270441,184545,19
272398,183385,19
270214,184995,19
270579,184538,19
270553,184593,19
270542,184550,19
270202,185023,19
270582,184608,19
270260,185174,19
270562,184587,19
270308,185135,19
270312,184943,19
270110,185275,19
270328,184910,19
270436,184517,19
270525,184599,19
270608,184632,19
270541,184566,19
270256,185183,19
270472,184506,19
270207,185026,19
270610,184633,19
270594,184348,19
270263,184999,19
270529,184595,19
270170,185172,19
270212,183927,19
270545,184587,19
270133,185255,19
270320,184825,19
270009,185363,19
269972,185312,19
270190,184947,19
270493,184557,19
270197,184946,19
270708,184525,19
270553,184574,19
270194,185017,19
270295,185021,19
270302,184995,19
270315,184980,19
270484,184642,19
270598,184344,19
270189,184910,19
270320,184904,19
270444,184534,19
270703,184552,19
270424,184575,19
270193,184955,19
270573,184540,19
270295,184972,19
270581,184527,19
270282,184987,19
270541,184547,19
270455,184719,19
269951,185638,19
272401,183387,19
270217,184997,19
270193,184906,19
270342,185005,19
270581,184606,19
270125,185249,19
270291,184982,19
270468,184655,19
270461,184656,19
270213,185006,19
270173,185160,19
270459,184740,19
270294,185123,19
270194,184998,19
270295,185002,19
270533,184596,19
270302,184976,19
270464,184664,19
270461,184735,19
270303,184989,19
270273,184840,19
270334,184920,19
270443,184777,19
270343,184914,19
270561,184549,19
270330,184929,19
270568,184548,19
270286,185038,19
270337,184666,19
269951,185619,19
270472,184730,19
270325,184822,19
270577,184542,19
270516,184596,19
270564,184557,19
270302,185006,19
270282,184785,19
270044,185325,19
270099,185285,19
270092,185286,19
270213,184987,19
269992,185423,19
270452,184722,19
270329,184843,19
270326,184914,19
270343,184944,19
270212,184925,19
270551,184548,19
270561,184579,19
270585,184608,19
272400,183385,19
270216,184995,19
270555,184593,19
270544,184549,19
270451,184660,19
270334,184901,19
270217,185008,19
270325,184852,19
270633,184519,19
270547,184557,19
270285,185006,19
270564,184587,19
270269,184855,19
270330,184910,19
270269,184989,19
270286,185019,19
270213,185017,19
270438,184517,19
270304,184965,19
270325,184803,19
270551,184578,19
270326,184816,19
270596,184348,19
270276,184780,19
270317,184901,19
270273,184851,19
270321,184812,19
270314,184972,19
270442,184538,19
270435,184539,19
270539,184606,19
270495,184556,19
270308,184986,19
270560,184547,19
270567,184546,19
270547,184587,19
270147,185177,19
270534,184602,19
270087,185294,19
270486,184641,19
270313,184910,19
270269,185019,19
270196,185017,19
270555,184574,19
270038,185399,19
270317,184980,19
270219,184983,19
270304,184995,19
270437,184618,19
270191,184910,19
270212,184985,19
270207,185011,19
270534,184553,19
270544,184609,19
270269,184836,19
270031,185351,19
270321,184842,19
270515,184545,19
270599,184519,19
270543,184547,19
270191,185123,19
270140,185208,19
270127,185248,19
270103,185291,19
270211,184898,19
270555,184604,19
270438,184711,19
270346,184912,19
270478,184507,19
270308,184967,19
270547,184568,19
270466,184663,19
270175,185160,19
270296,185123,19
270138,185243,19
270276,184840,19
270239,184851,19
270166,185245,19
270256,184881,19
270535,184596,19
270481,184515,19
270377,184582,19
270253,185086,19
270529,184610,19
270304,184976,19
270320,184968,19
270186,185020,19
270264,185130,19
270288,184825,19
270086,185291,19
270328,184821,19
270345,184913,19
270538,184604,19
270487,184714,19
270477,184658,19
270287,185025,19
270135,185265,19
270129,185145,19
270187,184900,19
270291,184967,19
270534,184613,19
270300,184961,19
270538,184555,19
270518,184596,19
270304,185006,19
270509,184547,19
270303,184706,19
265559,180794,19
270587,184607,19
270521,184604,19
270460,184658,19
270574,184622,19
270299,184715,19
270049,185333,19
270182,184956,19
270199,184986,19
270288,185068,19
270566,184586,19
270158,185190,19
270466,184723,19
270174,185157,19
270460,184737,19
270339,184908,19
270222,185015,19
270178,184965,19
270465,184661,19
261290,174614,19
270288,185019,19
270117,185282,19
270186,184952,19
270335,184917,19
270218,185024,19
270166,185256,19
270222,184966,19
270316,184909,19
270344,184911,19
270210,184988,19
270290,184964,19
270566,184616,19
270590,184383,19
270275,184851,19
270104,185273,19
270674,184491,19
270504,184555,19
270497,184556,19
270339,184938,19
270574,184603,19
270451,184724,19
270217,184938,19
270186,184982,19
270586,184526,19
270566,184567,19
270342,184946,19
270517,184594,19
270101,185295,19
270278,184809,19
270205,184966,19
270330,184840,19
270209,185011,19
270327,184911,19
270169,185165,19
270314,184823,19
270153,184880,19
270097,185304,19
270263,185171,19
270088,185127,19
270213,184898,19
270431,184533,19
270375,184957,19
270556,184566,19
270549,184567,19
270566,184597,19
270266,185179,19
270201,184926,19
270023,185349,19
270205,184996,19
270027,185394,19
270386,184580,19
270434,184541,19
270552,184575,19
270290,184762,19
270270,185199,19
270258,184881,19
270321,184827,19
270039,185317,19
270379,184582,19
270318,184898,19
270322,184968,19
270560,184562,19
270540,184603,19
270503,184552,19
270188,185020,19
270266,185130,19
270101,185276,19
270309,184983,19
270426,184639,19
270319,184911,19
270088,185291,19
270209,184992,19
270673,184489,19
270321,184906,19
270496,184554,19
270549,184597,19
270479,184658,19
270153,185257,19
270318,184849,19
270205,185026,19
270301,184898,19
270204,184964,19
263256,178669,19
270543,184562,19
270536,184563,19
270184,185005,19
270305,184968,19
270443,184699,19
270274,184775,19
270144,185159,19
269950,185590,19
270333,184842,19
270183,184943,19
270552,184556,19
270532,184597,19
270492,184673,19
270253,185150,19
270184,184956,19
270201,184986,19
270309,184964,19
270430,184531,19
270534,184598,19
270483,184708,19
270132,185266,19
